%%MatrixMarket matrix coordinate  real general
97 97 235 235
59 51 5.00000000000000000e-01
83 51 5.00000000000000000e-01
20 52 1.00000000000000000e+00
44 52 8.99983603252354953e+01
48 52 9.80000000000000000e+01
51 52 1.12000000000000000e+02
52 52 1.00000000000000000e+00
55 52 1.20000000000000000e+02
84 52 5.00000000000000000e-01
48 53 2.00000000000000000e+00
44 54 -3.04999999999999982e+00
48 54 2.85000000000000009e+00
51 54 -7.20000000000000018e+00
54 54 1.00000000000000000e+00
55 54 6.79999999999999982e+00
62 54 5.00000000000000000e-01
23 55 5.00000000000000000e-01
43 55 -4.50000000000000000e+01
47 55 4.09976905989232421e+01
48 55 -3.54999999999999982e-01
51 55 -9.59999999999999964e+00
55 55 9.60463034915890113e+00
63 55 5.00000000000000000e-01
87 55 5.00000000000000000e-01
24 56 1.00000000000000000e+00
44 56 -9.80000000000000000e+01
48 56 8.99983603252354953e+01
51 56 -1.20000000000000000e+02
55 56 1.12000000000000000e+02
56 56 1.00000000000000000e+00
88 56 5.00000000000000000e-01
57 57 1.00000000000000000e+00
58 58 5.00000000000000000e-01
51 59 4.89976905989232421e+01
55 59 5.30000000000000000e+01
59 59 5.00000000000000000e-01
60 60 1.00000000000000000e+00
61 61 1.00000000000000000e+00
62 62 5.00000000000000000e-01
51 63 -5.30000000000000000e+01
55 63 4.89976905989232421e+01
63 63 5.00000000000000000e-01
64 64 1.00000000000000000e+00
65 65 1.00000000000000000e+00
66 66 1.00000000000000000e+00
67 67 1.00000000000000000e+00
68 68 1.00000000000000000e+00
69 69 1.00000000000000000e+00
70 70 1.00000000000000000e+00
71 71 1.00000000000000000e+00
72 72 1.00000000000000000e+00
73 73 1.00000000000000000e+00
74 74 1.00000000000000000e+00
43 75 2.09999422649730816e+00
47 75 2.29999999999999982e+00
75 75 5.00000000000000000e-01
44 76 2.29999590081308858e+00
48 76 2.50000000000000000e+00
76 76 5.00000000000000000e-01
77 77 1.00000000000000000e+00
78 78 1.00000000000000000e+00
43 79 -2.29999999999999982e+00
47 79 2.09999422649730816e+00
79 79 5.00000000000000000e-01
44 80 -2.50000000000000000e+00
48 80 2.29999590081308858e+00
80 80 5.00000000000000000e-01
81 81 1.00000000000000000e+00
82 82 1.00000000000000000e+00
51 83 2.49999422649730807e+00
55 83 2.70000000000000018e+00
83 83 5.00000000000000000e-01
84 84 5.00000000000000000e-01
85 85 1.00000000000000000e+00
86 86 1.00000000000000000e+00
51 87 -2.70000000000000018e+00
55 87 2.49999422649730807e+00
87 87 5.00000000000000000e-01
88 88 5.00000000000000000e-01
89 89 1.00000000000000000e+00
90 90 1.00000000000000000e+00
91 91 1.00000000000000000e+00
92 92 1.00000000000000000e+00
93 93 1.00000000000000000e+00
94 94 1.00000000000000000e+00
95 95 1.00000000000000000e+00
96 96 1.00000000000000000e+00
43 97 0.00000000000000000e+00
44 97 0.00000000000000000e+00
47 97 0.00000000000000000e+00
48 97 0.00000000000000000e+00
51 97 0.00000000000000000e+00
55 97 0.00000000000000000e+00
