%%MatrixMarket matrix coordinate  real general
97 97 235 235
1 1 1.00000000000000000e+00
2 2 1.00000000000000000e+00
3 3 1.00000000000000000e+00
4 4 1.00000000000000000e+00
5 5 1.00000000000000000e+00
6 6 1.00000000000000000e+00
7 7 1.00000000000000000e+00
8 8 1.00000000000000000e+00
9 9 1.00000000000000000e+00
10 10 1.00000000000000000e+00
43 10 -2.79999999999999982e+00
44 10 -1.25000000000000000e+00
47 10 -3.20000000000000018e+00
48 10 -1.44999999999999996e+00
11 11 5.00000000000000000e-01
43 11 -5.00005773502691930e-01
47 11 -6.99999999999999956e-01
12 12 1.00000000000000000e+00
44 12 -7.00004099186911199e-01
48 12 -9.00000000000000022e-01
13 13 1.00000000000000000e+00
14 14 1.00000000000000000e+00
43 14 3.20000000000000018e+00
44 14 1.44999999999999996e+00
47 14 -2.79999999999999982e+00
48 14 -1.25000000000000000e+00
15 15 5.00000000000000000e-01
43 15 6.99999999999999956e-01
47 15 -5.00005773502691930e-01
16 16 1.00000000000000000e+00
44 16 9.00000000000000022e-01
48 16 -7.00004099186911199e-01
17 17 1.00000000000000000e+00
18 18 1.00000000000000000e+00
44 18 -1.25000000000000000e+00
48 18 -1.44999999999999996e+00
51 18 -3.60000000000000009e+00
55 18 -4.00000000000000000e+00
19 19 5.00000000000000000e-01
51 19 -9.00005773502691953e-01
55 19 -1.10000000000000009e+00
20 20 1.00000000000000000e+00
21 21 1.00000000000000000e+00
22 22 1.00000000000000000e+00
44 22 1.44999999999999996e+00
48 22 -1.25000000000000000e+00
51 22 4.00000000000000000e+00
55 22 -3.60000000000000009e+00
23 23 5.00000000000000000e-01
51 23 1.10000000000000009e+00
55 23 -9.00005773502691953e-01
24 24 1.00000000000000000e+00
25 25 1.00000000000000000e+00
26 26 1.00000000000000000e+00
27 27 1.00000000000000000e+00
28 28 1.00000000000000000e+00
29 29 1.00000000000000000e+00
30 30 1.00000000000000000e+00
31 31 1.00000000000000000e+00
32 32 1.00000000000000000e+00
33 33 1.00000000000000000e+00
34 34 5.00000000000000000e-01
35 35 5.00000000000000000e-01
43 35 -3.30023094010767579e+01
47 35 -3.70000000000000000e+01
36 36 1.00000000000000000e+00
43 36 -8.00000000000000000e+01
44 36 -7.40016396747645047e+01
47 36 -8.80000000000000000e+01
48 36 -8.20000000000000000e+01
37 37 1.00000000000000000e+00
38 38 5.00000000000000000e-01
39 39 5.00000000000000000e-01
43 39 3.70000000000000000e+01
47 39 -3.30023094010767579e+01
40 40 1.00000000000000000e+00
43 40 8.80000000000000000e+01
44 40 8.20000000000000000e+01
47 40 -8.00000000000000000e+01
48 40 -7.40016396747645047e+01
41 41 1.00000000000000000e+00
44 41 -2.00000000000000000e+00
34 42 5.00000000000000000e-01
42 42 1.00000000000000000e+00
43 42 6.00000000000000000e+00
44 42 2.85000000000000009e+00
47 42 6.40000000000000036e+00
48 42 3.04999999999999982e+00
11 43 5.00000000000000000e-01
35 43 5.00000000000000000e-01
43 43 9.60463034915890113e+00
44 43 -3.54999999999999982e-01
47 43 9.59999999999999964e+00
51 43 -4.10023094010767579e+01
55 43 -4.50000000000000000e+01
75 43 5.00000000000000000e-01
12 44 1.00000000000000000e+00
43 44 9.60000000000000000e+01
44 44 1.76032875479028199e+01
47 44 1.04000000000000000e+02
48 44 1.76000000000000014e+01
51 44 -9.60000000000000000e+01
55 44 -1.04000000000000000e+02
76 44 5.00000000000000000e-01
45 45 1.00000000000000000e+00
48 45 -2.00000000000000000e+00
38 46 5.00000000000000000e-01
43 46 -6.40000000000000036e+00
44 46 -3.04999999999999982e+00
46 46 1.00000000000000000e+00
47 46 6.00000000000000000e+00
48 46 2.85000000000000009e+00
97 46 0.00000000000000000e+00
15 47 5.00000000000000000e-01
39 47 5.00000000000000000e-01
43 47 -9.59999999999999964e+00
47 47 9.60463034915890113e+00
48 47 -3.54999999999999982e-01
51 47 4.50000000000000000e+01
55 47 -4.10023094010767579e+01
79 47 5.00000000000000000e-01
16 48 1.00000000000000000e+00
43 48 -1.04000000000000000e+02
44 48 -1.76000000000000014e+01
47 48 9.60000000000000000e+01
48 48 1.76032875479028199e+01
51 48 1.04000000000000000e+02
55 48 -9.60000000000000000e+01
80 48 5.00000000000000000e-01
44 49 2.00000000000000000e+00
44 50 2.85000000000000009e+00
48 50 3.04999999999999982e+00
50 50 1.00000000000000000e+00
51 50 6.79999999999999982e+00
55 50 7.20000000000000018e+00
58 50 5.00000000000000000e-01
19 51 5.00000000000000000e-01
43 51 4.09976905989232421e+01
44 51 -3.54999999999999982e-01
47 51 4.50000000000000000e+01
51 51 9.60463034915890113e+00
55 51 9.59999999999999964e+00
