0.00000000000000000e+00	1.00000000000000000e+00
8.33333333333333287e-02	9.36853237002279404e-01
1.66666666666666657e-01	8.74793659184626038e-01
2.50000000000000000e-01	8.14888825587580912e-01
3.33333333333333315e-01	7.58167534708677038e-01
4.16666666666666630e-01	7.05601641411560010e-01
5.00000000000000000e-01	6.58089224573617404e-01
5.83333333333333259e-01	6.16439424469464092e-01
6.66666666666666630e-01	5.81359178287837008e-01
7.50000000000000000e-01	5.53441992404607119e-01
8.33333333333333259e-01	5.33158811343130257e-01
9.16666666666666630e-01	5.20850983762542019e-01
1.00000000000000000e+00	5.16725289950134226e-01
