6.94444444444444406e-03	1.18631970833895945e-03	
1.38888888888888881e-02	4.90043852197228486e-03	
2.08333333333333322e-02	1.18295227782283345e-02	
2.77777777777777762e-02	2.19343329013887006e-02	
3.47222222222222238e-02	3.47195341589678769e-02	
4.16666666666666644e-02	4.95182839889265619e-02	
4.86111111111111049e-02	6.56771136197574351e-02	
5.55555555555555525e-02	8.26432008990345135e-02	
6.25000000000000000e-02	9.99884446425613749e-02	
6.94444444444444475e-02	1.17401450610970737e-01	
7.63888888888888812e-02	1.34667227848542431e-01	
8.33333333333333287e-02	1.51644936554139464e-01	
9.02777777777777762e-02	1.68248145957660356e-01	
9.72222222222222099e-02	1.84428958009499128e-01	
1.04166666666666657e-01	2.00165936893298535e-01	
1.11111111111111105e-01	2.15455258876884631e-01	
1.18055555555555552e-01	2.30304390306637935e-01	
1.25000000000000000e-01	2.44727665767967784e-01	
1.31944444444444448e-01	2.58743255004375450e-01	
1.38888888888888895e-01	2.72371125055173857e-01	
1.45833333333333315e-01	2.85631704784641283e-01	
1.52777777777777762e-01	2.98545038586371048e-01	
1.59722222222222210e-01	3.11130276335978340e-01	
1.66666666666666657e-01	3.23405391150726473e-01	
1.73611111111111105e-01	3.35387048789192510e-01	
1.80555555555555552e-01	3.47090575667370227e-01	
1.87500000000000000e-01	3.58529988919246700e-01	
1.94444444444444420e-01	3.69718063542311293e-01	
2.01388888888888867e-01	3.80666419813287304e-01	
2.08333333333333315e-01	3.91385619836226772e-01	
2.15277777777777762e-01	4.01885266014863629e-01	
2.22222222222222210e-01	4.12174096939868062e-01	
2.29166666666666657e-01	4.22260078016885310e-01	
2.36111111111111105e-01	4.32150485393569095e-01	
2.43055555555555552e-01	4.41851982557374956e-01	
2.50000000000000000e-01	4.51370689500337707e-01	
2.56944444444444420e-01	4.60712244673459725e-01	
2.63888888888888895e-01	4.69881860145358654e-01	
2.70833333333333315e-01	4.78884370481820254e-01	
2.77777777777777790e-01	4.87724275905642490e-01	
2.84722222222222210e-01	4.96405780300820554e-01	
2.91666666666666630e-01	5.04932824606219910e-01	
2.98611111111111105e-01	5.13309116111228203e-01	
3.05555555555555525e-01	5.21538154126034437e-01	
3.12500000000000000e-01	5.29623252456465465e-01	
3.19444444444444420e-01	5.37567559070469714e-01	
3.26388888888888895e-01	5.45374073302089091e-01	
3.33333333333333315e-01	5.53045660900068237e-01	
3.40277777777777735e-01	5.60585067192629127e-01	
3.47222222222222210e-01	5.67994928607585825e-01	
3.54166666666666630e-01	5.75277782757864564e-01	
3.61111111111111105e-01	5.82436077276511921e-01	
3.68055555555555525e-01	5.89472177562211930e-01	
3.75000000000000000e-01	5.96388373575953312e-01	
3.81944444444444420e-01	6.03186885811546669e-01	
3.88888888888888840e-01	6.09869870546938087e-01	
3.95833333333333315e-01	6.16439424469464092e-01	
6.94444444444444406e-03	1.18631970833895945e-03	
1.38888888888888881e-02	4.90043852197228486e-03	
2.08333333333333322e-02	1.18295227782283345e-02	
2.77777777777777762e-02	2.19343329013887006e-02	
3.47222222222222238e-02	3.47195341589678769e-02	
4.16666666666666644e-02	4.95182839889265619e-02	
4.86111111111111049e-02	6.56771136197574351e-02	
5.55555555555555525e-02	8.26432008990345135e-02	
6.25000000000000000e-02	9.99884446425613749e-02	
6.94444444444444475e-02	1.17401450610970737e-01	
7.63888888888888812e-02	1.34667227848542431e-01	
8.33333333333333287e-02	1.51644936554139464e-01	
9.02777777777777762e-02	1.68248145957660356e-01	
9.72222222222222099e-02	1.84428958009499128e-01	
1.04166666666666657e-01	2.00165936893298535e-01	
1.11111111111111105e-01	2.15455258876884631e-01	
1.18055555555555552e-01	2.30304390306637935e-01	
1.25000000000000000e-01	2.44727665767967784e-01	
1.31944444444444448e-01	2.58743255004375450e-01	
1.38888888888888895e-01	2.72371125055173857e-01	
1.45833333333333315e-01	2.85631704784641283e-01	
1.52777777777777762e-01	2.98545038586371048e-01	
1.59722222222222210e-01	3.11130276335978340e-01	
1.66666666666666657e-01	3.23405391150726473e-01	
1.73611111111111105e-01	3.35387048789192510e-01	
1.80555555555555552e-01	3.47090575667370227e-01	
1.87500000000000000e-01	3.58529988919246700e-01	
1.94444444444444420e-01	3.69718063542311293e-01	
2.01388888888888867e-01	3.80666419813287304e-01	
2.08333333333333315e-01	3.91385619836226772e-01	
2.15277777777777762e-01	4.01885266014863629e-01	
2.22222222222222210e-01	4.12174096939868062e-01	
2.29166666666666657e-01	4.22260078016885310e-01	
2.36111111111111105e-01	4.32150485393569095e-01	
2.43055555555555552e-01	4.41851982557374956e-01	
2.50000000000000000e-01	4.51370689500337707e-01	
2.56944444444444420e-01	4.60712244673459725e-01	
2.63888888888888895e-01	4.69881860145358654e-01	
2.70833333333333315e-01	4.78884370481820254e-01	
2.77777777777777790e-01	4.87724275905642490e-01	
2.84722222222222210e-01	4.96405780300820554e-01	
2.91666666666666630e-01	5.04932824606219910e-01	
2.98611111111111105e-01	5.13309116111228203e-01	
3.05555555555555525e-01	5.21538154126034437e-01	
3.12500000000000000e-01	5.29623252456465465e-01	
3.19444444444444420e-01	5.37567559070469714e-01	
3.26388888888888895e-01	5.45374073302089091e-01	
3.33333333333333315e-01	5.53045660900068237e-01	
3.40277777777777735e-01	5.60585067192629127e-01	
3.47222222222222210e-01	5.67994928607585825e-01	
3.54166666666666630e-01	5.75277782757864564e-01	
3.61111111111111105e-01	5.82436077276511921e-01	
3.68055555555555525e-01	5.89472177562211930e-01	
3.75000000000000000e-01	5.96388373575953312e-01	
3.81944444444444420e-01	6.03186885811546669e-01	
3.88888888888888840e-01	6.09869870546938087e-01	
3.95833333333333315e-01	6.16439424469464092e-01	
6.94444444444444406e-03	1.18631970833895945e-03	
1.38888888888888881e-02	4.90043852197228486e-03	
2.08333333333333322e-02	1.18295227782283345e-02	
2.77777777777777762e-02	2.19343329013887006e-02	
3.47222222222222238e-02	3.47195341589678769e-02	
4.16666666666666644e-02	4.95182839889265619e-02	
4.86111111111111049e-02	6.56771136197574351e-02	
5.55555555555555525e-02	8.26432008990345135e-02	
6.25000000000000000e-02	9.99884446425613749e-02	
6.94444444444444475e-02	1.17401450610970737e-01	
7.63888888888888812e-02	1.34667227848542431e-01	
8.33333333333333287e-02	1.51644936554139464e-01	
9.02777777777777762e-02	1.68248145957660356e-01	
9.72222222222222099e-02	1.84428958009499128e-01	
1.04166666666666657e-01	2.00165936893298535e-01	
1.11111111111111105e-01	2.15455258876884631e-01	
1.18055555555555552e-01	2.30304390306637935e-01	
1.25000000000000000e-01	2.44727665767967784e-01	
1.31944444444444448e-01	2.58743255004375450e-01	
1.38888888888888895e-01	2.72371125055173857e-01	
1.45833333333333315e-01	2.85631704784641283e-01	
1.52777777777777762e-01	2.98545038586371048e-01	
1.59722222222222210e-01	3.11130276335978340e-01	
1.66666666666666657e-01	3.23405391150726473e-01	
1.73611111111111105e-01	3.35387048789192510e-01	
1.80555555555555552e-01	3.47090575667370227e-01	
1.87500000000000000e-01	3.58529988919246700e-01	
1.94444444444444420e-01	3.69718063542311293e-01	
2.01388888888888867e-01	3.80666419813287304e-01	
2.08333333333333315e-01	3.91385619836226772e-01	
2.15277777777777762e-01	4.01885266014863629e-01	
2.22222222222222210e-01	4.12174096939868062e-01	
2.29166666666666657e-01	4.22260078016885310e-01	
2.36111111111111105e-01	4.32150485393569095e-01	
2.43055555555555552e-01	4.41851982557374956e-01	
2.50000000000000000e-01	4.51370689500337707e-01	
2.56944444444444420e-01	4.60712244673459725e-01	
2.63888888888888895e-01	4.69881860145358654e-01	
2.70833333333333315e-01	4.78884370481820254e-01	
2.77777777777777790e-01	4.87724275905642490e-01	
2.84722222222222210e-01	4.96405780300820554e-01	
2.91666666666666630e-01	5.04932824606219910e-01	
2.98611111111111105e-01	5.13309116111228203e-01	
3.05555555555555525e-01	5.21538154126034437e-01	
3.12500000000000000e-01	5.29623252456465465e-01	
3.19444444444444420e-01	5.37567559070469714e-01	
3.26388888888888895e-01	5.45374073302089091e-01	
3.33333333333333315e-01	5.53045660900068237e-01	
3.40277777777777735e-01	5.60585067192629127e-01	
3.47222222222222210e-01	5.67994928607585825e-01	
3.54166666666666630e-01	5.75277782757864564e-01	
3.61111111111111105e-01	5.82436077276511921e-01	
3.68055555555555525e-01	5.89472177562211930e-01	
3.75000000000000000e-01	5.96388373575953312e-01	
3.81944444444444420e-01	6.03186885811546669e-01	
3.88888888888888840e-01	6.09869870546938087e-01	
3.95833333333333315e-01	6.16439424469464092e-01	
