0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01
0.000000000000000000e+00 5.000000000000000000e-01 2.500000000000000000e-01
0.000000000000000000e+00 2.500000000000000000e-01 1.250000000000000000e-01
0.000000000000000000e+00 1.250000000000000000e-01 6.250000000000000000e-02
0.000000000000000000e+00 6.250000000000000000e-02 3.125000000000000000e-02
0.000000000000000000e+00 3.125000000000000000e-02 1.562500000000000000e-02
0.000000000000000000e+00 1.562500000000000000e-02 7.812500000000000000e-03
0.000000000000000000e+00 7.812500000000000000e-03 3.906250000000000000e-03
0.000000000000000000e+00 3.906250000000000000e-03 1.953125000000000000e-03
0.000000000000000000e+00 1.953125000000000000e-03 9.765625000000000000e-04
0.000000000000000000e+00 9.765625000000000000e-04 4.882812500000000000e-04
0.000000000000000000e+00 4.882812500000000000e-04 2.441406250000000000e-04
0.000000000000000000e+00 2.441406250000000000e-04 1.220703125000000000e-04
0.000000000000000000e+00 1.220703125000000000e-04 6.103515625000000000e-05
0.000000000000000000e+00 6.103515625000000000e-05 3.051757812500000000e-05
0.000000000000000000e+00 3.051757812500000000e-05 1.525878906250000000e-05
0.000000000000000000e+00 1.525878906250000000e-05 7.629394531250000000e-06
7.629394531250000000e-06 1.525878906250000000e-05 1.144409179687500000e-05
1.144409179687500000e-05 1.525878906250000000e-05 1.335144042968750000e-05
1.335144042968750000e-05 1.525878906250000000e-05 1.430511474609375000e-05
1.335144042968750000e-05 1.430511474609375000e-05 1.382827758789062500e-05
1.382827758789062500e-05 1.430511474609375000e-05 1.406669616699218750e-05
1.406669616699218750e-05 1.430511474609375000e-05 1.418590545654296875e-05
1.418590545654296875e-05 1.430511474609375000e-05 1.424551010131835938e-05
1.418590545654296875e-05 1.424551010131835938e-05 1.421570777893066406e-05
1.418590545654296875e-05 1.421570777893066406e-05 1.420080661773681641e-05
1.420080661773681641e-05 1.421570777893066406e-05 1.420825719833374023e-05
1.420825719833374023e-05 1.421570777893066406e-05 1.421198248863220215e-05
1.420825719833374023e-05 1.421198248863220215e-05 1.421011984348297119e-05
1.420825719833374023e-05 1.421011984348297119e-05 1.420918852090835571e-05
1.420825719833374023e-05 1.420918852090835571e-05 1.420872285962104797e-05
1.420825719833374023e-05 1.420872285962104797e-05 1.420849002897739410e-05
1.420849002897739410e-05 1.420872285962104797e-05 1.420860644429922104e-05
1.420849002897739410e-05 1.420860644429922104e-05 1.420854823663830757e-05
1.420849002897739410e-05 1.420854823663830757e-05 1.420851913280785084e-05
1.420851913280785084e-05 1.420854823663830757e-05 1.420853368472307920e-05
1.420851913280785084e-05 1.420853368472307920e-05 1.420852640876546502e-05
1.420851913280785084e-05 1.420852640876546502e-05 1.420852277078665793e-05
1.420851913280785084e-05 1.420852277078665793e-05 1.420852095179725438e-05
1.420852095179725438e-05 1.420852277078665793e-05 1.420852186129195616e-05
1.420852095179725438e-05 1.420852186129195616e-05 1.420852140654460527e-05
1.420852095179725438e-05 1.420852140654460527e-05 1.420852117917092983e-05
1.420852117917092983e-05 1.420852140654460527e-05 1.420852129285776755e-05
1.420852117917092983e-05 1.420852129285776755e-05 1.420852123601434869e-05
1.420852123601434869e-05 1.420852129285776755e-05 1.420852126443605812e-05
1.420852123601434869e-05 1.420852126443605812e-05 1.420852125022520340e-05
1.420852123601434869e-05 1.420852125022520340e-05 1.420852124311977605e-05
1.420852123601434869e-05 1.420852124311977605e-05 1.420852123956706237e-05
1.420852123956706237e-05 1.420852124311977605e-05 1.420852124134341921e-05
1.420852124134341921e-05 1.420852124311977605e-05 1.420852124223159763e-05
1.420852124134341921e-05 1.420852124223159763e-05 1.420852124178750842e-05
