0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
5.000000e-01	5.087548e-01	3.193905e-01	2.339298e-01	1.897211e-01	1.647422e-01	1.512711e-01	1.487219e-01	1.640999e-01	2.215909e-01	2.000000e-01	
5.000000e-01	7.156287e-01	5.348772e-01	4.266077e-01	3.602125e-01	3.179767e-01	2.916202e-01	2.795166e-01	2.860868e-01	3.222637e-01	2.000000e-01	
5.000000e-01	8.188829e-01	6.778819e-01	5.774113e-01	5.065444e-01	4.553318e-01	4.177164e-01	3.916376e-01	3.784670e-01	3.813770e-01	2.000000e-01	
5.000000e-01	8.820209e-01	7.803563e-01	6.986112e-01	6.332220e-01	5.790898e-01	5.322758e-01	4.908506e-01	4.547664e-01	4.247774e-01	2.000000e-01	
5.000000e-01	9.288444e-01	8.629111e-01	8.034552e-01	7.486428e-01	6.955294e-01	6.414465e-01	5.847226e-01	5.249707e-01	4.629661e-01	2.000000e-01	
5.000000e-01	9.704458e-01	9.389884e-01	9.036559e-01	8.623645e-01	8.129386e-01	7.532580e-01	6.816228e-01	5.974275e-01	5.021164e-01	2.000000e-01	
5.000000e-01	1.013950e+00	1.018941e+00	1.009816e+00	9.842206e-01	9.406025e-01	8.770243e-01	7.910829e-01	6.810003e-01	5.480719e-01	2.000000e-01	
5.000000e-01	1.066414e+00	1.113009e+00	1.132445e+00	1.124100e+00	1.088226e+00	1.023154e+00	9.246843e-01	7.874188e-01	6.091709e-01	2.000000e-01	
5.000000e-01	1.138699e+00	1.234235e+00	1.282855e+00	1.291508e+00	1.265050e+00	1.202680e+00	1.097082e+00	9.348198e-01	7.011929e-01	2.000000e-01	
5.000000e-01	1.254146e+00	1.402376e+00	1.473234e+00	1.494027e+00	1.477784e+00	1.425435e+00	1.326143e+00	1.153586e+00	8.607810e-01	2.000000e-01	
5.000000e-01	1.475509e+00	1.647890e+00	1.713677e+00	1.733582e+00	1.726624e+00	1.695132e+00	1.628469e+00	1.492600e+00	1.188345e+00	2.000000e-01	
1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
