0.00000000000000000e+00	1.00000000000000000e+00
1.00000000000000002e-02	9.99998965705040210e-01
2.00000000000000004e-02	9.99997931665277173e-01
2.99999999999999989e-02	9.99996898135844803e-01
4.00000000000000008e-02	9.99995865371751003e-01
5.00000000000000028e-02	9.99994833627814717e-01
5.99999999999999978e-02	9.99993803158603534e-01
7.00000000000000067e-02	9.99992774218370406e-01
8.00000000000000017e-02	9.99991747060990810e-01
8.99999999999999967e-02	9.99990721939900240e-01
1.00000000000000006e-01	9.99989699108032259e-01
1.10000000000000001e-01	9.99988678817755217e-01
1.19999999999999996e-01	9.99987661320810295e-01
1.30000000000000004e-01	9.99986646868249895e-01
1.40000000000000013e-01	9.99985635710375131e-01
1.49999999999999994e-01	9.99984628096673767e-01
1.60000000000000003e-01	9.99983624275759597e-01
1.70000000000000012e-01	9.99982624495310279e-01
1.79999999999999993e-01	9.99981629002006822e-01
1.90000000000000002e-01	9.99980638041472192e-01
2.00000000000000011e-01	9.99979651858211249e-01
2.09999999999999992e-01	9.99978670695549687e-01
2.20000000000000001e-01	9.99977694795574967e-01
2.30000000000000010e-01	9.99976724399075478e-01
2.39999999999999991e-01	9.99975759745482251e-01
2.50000000000000000e-01	9.99974801072809338e-01
2.60000000000000009e-01	9.99973848617594641e-01
2.70000000000000018e-01	9.99972902614842285e-01
2.80000000000000027e-01	9.99971963297964006e-01
2.89999999999999980e-01	9.99971030898722413e-01
2.99999999999999989e-01	9.99970105647173257e-01
3.09999999999999998e-01	9.99969187771608259e-01
3.20000000000000007e-01	9.99968277498499591e-01
3.30000000000000016e-01	9.99967375052443486e-01
3.40000000000000024e-01	9.99966480656105050e-01
3.50000000000000033e-01	9.99965594530163093e-01
3.59999999999999987e-01	9.99964716893255945e-01
3.69999999999999996e-01	9.99963847961927610e-01
3.80000000000000004e-01	9.99962987950573701e-01
3.90000000000000013e-01	9.99962137071389034e-01
4.00000000000000022e-01	9.99961295534315453e-01
4.10000000000000031e-01	9.99960463546989753e-01
4.19999999999999984e-01	9.99959641314692060e-01
4.29999999999999993e-01	9.99958829040296093e-01
4.40000000000000002e-01	9.99958026924218535e-01
4.50000000000000011e-01	9.99957235164369296e-01
4.60000000000000020e-01	9.99956453956103219e-01
4.70000000000000029e-01	9.99955683492172009e-01
4.79999999999999982e-01	9.99954923962675934e-01
4.89999999999999991e-01	9.99954175555017644e-01
5.00000000000000000e-01	9.99953438453855425e-01
5.10000000000000009e-01	9.99952712841057911e-01
5.20000000000000018e-01	9.99951998895659333e-01
5.30000000000000027e-01	9.99951296793814892e-01
5.40000000000000036e-01	9.99950606708758016e-01
5.50000000000000044e-01	9.99949928810756727e-01
5.60000000000000053e-01	9.99949263267072008e-01
5.70000000000000062e-01	9.99948610241917057e-01
5.79999999999999960e-01	9.99947969896415989e-01
5.89999999999999969e-01	9.99947342388564309e-01
5.99999999999999978e-01	9.99946727873190389e-01
6.09999999999999987e-01	9.99946126501916610e-01
6.19999999999999996e-01	9.99945538423122282e-01
6.30000000000000004e-01	9.99944963781907226e-01
6.40000000000000013e-01	9.99944402720055470e-01
6.50000000000000022e-01	9.99943855376000501e-01
6.60000000000000031e-01	9.99943321884791292e-01
6.70000000000000040e-01	9.99942802378059215e-01
6.80000000000000049e-01	9.99942296983984402e-01
6.90000000000000058e-01	9.99941805827265107e-01
7.00000000000000067e-01	9.99941329029087500e-01
7.09999999999999964e-01	9.99940866707094034e-01
7.19999999999999973e-01	9.99940418975355572e-01
7.29999999999999982e-01	9.99939985944343301e-01
7.39999999999999991e-01	9.99939567720901312e-01
7.50000000000000000e-01	9.99939164408220060e-01
7.60000000000000009e-01	9.99938776105810723e-01
7.70000000000000018e-01	9.99938402909481328e-01
7.80000000000000027e-01	9.99938044911312107e-01
7.90000000000000036e-01	9.99937702199634071e-01
8.00000000000000044e-01	9.99937374859005912e-01
8.10000000000000053e-01	9.99937062970194579e-01
8.20000000000000062e-01	9.99936766610153294e-01
8.30000000000000071e-01	9.99936485852004897e-01
8.39999999999999969e-01	9.99936220765022199e-01
8.49999999999999978e-01	9.99935971414611213e-01
8.59999999999999987e-01	9.99935737862295615e-01
8.69999999999999996e-01	9.99935520165700864e-01
8.80000000000000004e-01	9.99935318378540550e-01
8.90000000000000013e-01	9.99935132550602401e-01
9.00000000000000022e-01	9.99934962727736742e-01
9.10000000000000031e-01	9.99934808951845056e-01
9.20000000000000040e-01	9.99934671260868879e-01
9.30000000000000049e-01	9.99934549688781482e-01
9.40000000000000058e-01	9.99934444265579092e-01
9.50000000000000067e-01	9.99934355017273124e-01
9.59999999999999964e-01	9.99934281965884408e-01
9.69999999999999973e-01	9.99934225129437415e-01
9.79999999999999982e-01	9.99934184521955483e-01
9.89999999999999991e-01	9.99934160153457818e-01
1.00000000000000000e+00	9.99934152029957168e-01
