0.00000000000000000e+00	1.00000000000000000e+00
1.00000000000000002e-02	8.24313215105207719e-01
2.00000000000000004e-02	6.56992467586357876e-01
2.99999999999999989e-02	5.05236440766935857e-01
4.00000000000000008e-02	3.74174417604707821e-01
5.00000000000000028e-02	2.66412309671320291e-01
5.99999999999999978e-02	1.82076746940843165e-01
7.00000000000000067e-02	1.19273668311764433e-01
8.00000000000000017e-02	7.47881542828336549e-02
8.99999999999999967e-02	4.48285223857986526e-02
1.00000000000000006e-01	2.56543579716962504e-02
1.10000000000000001e-01	1.39994737199869435e-02
1.19999999999999996e-01	7.27550203630849667e-03
1.30000000000000004e-01	3.59634771882406338e-03
1.40000000000000013e-01	1.68863807272102398e-03
1.49999999999999994e-01	7.52126064634077484e-04
1.60000000000000003e-01	3.17316918022280856e-04
1.70000000000000012e-01	1.26611151964475344e-04
1.79999999999999993e-01	4.76984211819351094e-05
1.90000000000000002e-01	1.69358312158601086e-05
2.00000000000000011e-01	5.65621489496593877e-06
2.09999999999999992e-01	1.77306829269089680e-06
2.20000000000000001e-01	5.20440356473141581e-07
2.30000000000000010e-01	1.42663677296358279e-07
2.39999999999999991e-01	3.64139862778879716e-08
2.50000000000000000e-01	8.62560554998035424e-09
2.60000000000000009e-01	1.88902840382093124e-09
2.70000000000000018e-01	3.80839490501657437e-10
2.80000000000000027e-01	7.03300083476893010e-11
2.89999999999999980e-01	1.18282218549126957e-11
2.99999999999999989e-01	1.79934417043670616e-12
3.09999999999999998e-01	2.45574388334792291e-13
3.20000000000000007e-01	2.97730297095264762e-14
3.30000000000000016e-01	3.16738275572658123e-15
3.40000000000000024e-01	2.91096598559025016e-16
3.50000000000000033e-01	2.26432238900531034e-17
3.59999999999999987e-01	1.44953641618689974e-18
3.69999999999999996e-01	7.33229438579254792e-20
3.80000000000000004e-01	2.74789399490115794e-21
3.90000000000000013e-01	6.78288102293482693e-23
4.00000000000000022e-01	8.27180612553027675e-25
4.10000000000000031e-01	0.00000000000000000e+00
4.19999999999999984e-01	0.00000000000000000e+00
4.29999999999999993e-01	0.00000000000000000e+00
4.40000000000000002e-01	0.00000000000000000e+00
4.50000000000000011e-01	0.00000000000000000e+00
4.60000000000000020e-01	0.00000000000000000e+00
4.70000000000000029e-01	0.00000000000000000e+00
4.79999999999999982e-01	0.00000000000000000e+00
4.89999999999999991e-01	0.00000000000000000e+00
5.00000000000000000e-01	0.00000000000000000e+00
5.10000000000000009e-01	0.00000000000000000e+00
5.20000000000000018e-01	0.00000000000000000e+00
5.30000000000000027e-01	0.00000000000000000e+00
5.40000000000000036e-01	0.00000000000000000e+00
5.50000000000000044e-01	0.00000000000000000e+00
5.60000000000000053e-01	0.00000000000000000e+00
5.70000000000000062e-01	0.00000000000000000e+00
5.79999999999999960e-01	0.00000000000000000e+00
5.89999999999999969e-01	0.00000000000000000e+00
5.99999999999999978e-01	0.00000000000000000e+00
6.09999999999999987e-01	0.00000000000000000e+00
6.19999999999999996e-01	0.00000000000000000e+00
6.30000000000000004e-01	0.00000000000000000e+00
6.40000000000000013e-01	0.00000000000000000e+00
6.50000000000000022e-01	0.00000000000000000e+00
6.60000000000000031e-01	0.00000000000000000e+00
6.70000000000000040e-01	0.00000000000000000e+00
6.80000000000000049e-01	0.00000000000000000e+00
6.90000000000000058e-01	0.00000000000000000e+00
7.00000000000000067e-01	0.00000000000000000e+00
7.09999999999999964e-01	0.00000000000000000e+00
7.19999999999999973e-01	0.00000000000000000e+00
7.29999999999999982e-01	0.00000000000000000e+00
7.39999999999999991e-01	0.00000000000000000e+00
7.50000000000000000e-01	0.00000000000000000e+00
7.60000000000000009e-01	0.00000000000000000e+00
7.70000000000000018e-01	0.00000000000000000e+00
7.80000000000000027e-01	0.00000000000000000e+00
7.90000000000000036e-01	0.00000000000000000e+00
8.00000000000000044e-01	0.00000000000000000e+00
8.10000000000000053e-01	0.00000000000000000e+00
8.20000000000000062e-01	0.00000000000000000e+00
8.30000000000000071e-01	0.00000000000000000e+00
8.39999999999999969e-01	0.00000000000000000e+00
8.49999999999999978e-01	0.00000000000000000e+00
8.59999999999999987e-01	0.00000000000000000e+00
8.69999999999999996e-01	0.00000000000000000e+00
8.80000000000000004e-01	0.00000000000000000e+00
8.90000000000000013e-01	0.00000000000000000e+00
9.00000000000000022e-01	0.00000000000000000e+00
9.10000000000000031e-01	0.00000000000000000e+00
9.20000000000000040e-01	0.00000000000000000e+00
9.30000000000000049e-01	0.00000000000000000e+00
9.40000000000000058e-01	0.00000000000000000e+00
9.50000000000000067e-01	0.00000000000000000e+00
9.59999999999999964e-01	0.00000000000000000e+00
9.69999999999999973e-01	0.00000000000000000e+00
9.79999999999999982e-01	0.00000000000000000e+00
9.89999999999999991e-01	0.00000000000000000e+00
1.00000000000000000e+00	0.00000000000000000e+00
