-0.99483 29.335 20 0.32
-42.686 -12.464 20 24.48
-28.021 -33.463 20 11.19
-24.071 -8.141 20 4.15
-3.0203 11.185 20 0.07
-0.77758 25.825 20 0.35
-22.252 45.115 20 8.59
-39.958 24.35 20 0.41
-0.96655 13.172 20 0.29
-28.658 -22.887 20 0.21
37.377 54.129 20 16.83
-11.355 26.535 20 0.38
44.942 46.764 20 1.79
-34.193 -38.792 20 0.48
-25.714 45.117 20 10.22
-32.862 -0.58627 20 0.11
53.092 10.619 20 34.82
26.491 -11.145 20 100.01
25.953 40.766 20 1
-40.868 32.317 20 0.43
56.189 32.12 20 0.53
-14.653 36.231 20 1.87
-32.374 2.0923 20 0.11
48.163 -13.336 20 28.05
-13.919 -29.694 20 0.27
-40.76 25.187 20 0.4
-21.534 -16.142 20 2.14
6.4603 -37.361 20 4.18
14.715 -28.024 20 0.37
16.234 27.279 20 0.26
-32.464 -1.2914 20 0.11
26.743 -1.2791 20 0.11
-37.702 10.893 20 31.97
23.682 8.7919 20 12.25
51.762 15.958 20 24.76
47.643 -28.95 20 0.36
-28.769 38.042 20 6.19
-2.9293 -26.162 20 0.32
50.054 -7.9204 20 57.33
32.384 29.903 20 43.71
45.634 19.67 20 10.91
32.397 -7.8072 20 0.4
-15.704 46.892 20 2.44
0.11209 53.787 20 0.54
23.647 19.473 20 0.22
-31.222 52.252 20 0.61
2.2942 15.142 20 4.32
-1.8834 -18.994 20 38.03
47.641 14.671 20 21.62
-42.41 19.017 20 0.57
-10.033 10.009 20 2.99
45.897 -6.9701 20 1.37
48.156 19.639 20 36.18
-41.115 50.247 20 4.79
26.393 57.035 20 34.04
-25.463 -28.983 20 0.89
50.563 26.985 20 2.34
-36.097 32.849 20 0.52
32.691 49.605 20 0.63
28.455 -30.27 20 0.49
-40.709 -40.076 20 0.44
-39.866 -18.076 20 1.12
43.306 11.186 20 34.48
12.585 41.506 20 50.61
-30.28 -14.779 20 0.64
15.879 54.263 20 0.77
13.406 -40.832 20 20.47
37.366 -19.4 20 1.18
38.013 -3.911 20 0.12
43.657 32.015 20 0.76
12.927 -29.052 20 0.36
-36.705 -30.563 20 20.92
-38.242 -31.948 20 7.37
-20.126 28.602 20 0.41
13.275 -41.441 20 2.94
-35.5 54.031 20 0.64
14.113 -22.368 20 0.73
-17.464 31.686 20 0.39
-23.154 15.439 20 9.46
54.305 41.986 20 0.5
-18.712 6.6799 20 9.71
19.299 40.201 20 21.86
-27.018 -40.839 20 0.7
-35.695 5.9375 20 0.13
17.936 14.188 20 7.31
-10.961 56.165 20 0.66
15.277 -4.6829 20 21.48
12.398 31.836 20 0.29
24.226 -16.205 20 3.75
-36.064 -5.6886 20 3.01
20.275 -21.68 20 0.63
32.579 -36.043 20 0.53
-16.666 37.778 20 19.47
-23.354 21.249 20 0.69
9.77 49.784 20 0.54
-16.367 -36.101 20 28.6
30.81 34.521 20 15.09
48.085 50.5 20 9.48
-41.302 -19.261 20 2.57
18.981 52.205 20 0.51
52.321 12.968 20 35.26
48.864 21.46 20 32.4
-3.6963 5.902 20 0.5
17.734 12.258 20 15.43
49.921 49.176 20 30.56
-3.2095 53.629 20 0.54
-25.301 -30.064 20 2.28
-29.189 7.8692 20 1.12
-40.545 52.1 20 0.78
40.015 -41.195 20 22.22
-25.077 -9.4907 20 19.21
-29.597 38.252 20 5.97
-8.2234 51.314 20 0.62
15.504 45.186 20 1.18
41.776 47.842 20 1.69
3.291 11.938 20 0
37.163 -14.125 20 38.96
6.3283 17.214 20 8.98
-41.144 16.651 20 7.42
0.6706 38.039 20 46.1
-11.173 46.592 20 3.67
15.089 -24.296 20 0.42
36.096 18.506 20 0.23
-37.306 -0.67766 20 0.12
25.21 49.163 20 0.47
-42.657 54.979 20 2.92
-5.039 54.681 20 0.55
17.775 40.188 20 26.14
14.774 20.111 20 0.61
-14.139 15.986 20 32.1
32.305 43.134 20 0.45
32.811 27.109 20 5.68
43.751 -10.429 20 58.69
24.382 2.3904 20 0.08
-4.4868 -1.6159 20 3.09
-2.5491 -10.959 20 0
19.495 0.32769 20 0.08
54.683 25.083 20 2.63
-22.84 -0.026932 20 0.09
-8.3624 37.067 20 3.24
45.303 47.687 20 3.86
23.575 -15.676 20 6.02
-17.46 42.793 20 33.31
10.074 37.519 20 6.25
14.552 30.617 20 0.28
9.2041 34.391 20 1.11
14.189 3.874 20 0.01
-8.4281 -35.876 20 3.87
-4.9046 -34.734 20 0.77
55.585 -24.536 20 0.3
38.489 44.799 20 0.44
26.144 14.252 20 3.15
-26.6 3.991 20 0.12
-8.1798 -20.193 20 8.13
16.554 -11.47 20 6.86
48.934 48.267 20 24.49
-16.985 -31.608 20 0.49
-23.401 7.2614 20 16.92
30.162 -21.878 20 0.64
-17.894 42.47 20 4.34
-1.1122 18.971 20 4.93
-19.33 -32.5 20 2.56
8.8887 5.0171 20 0
-27.43 19.484 20 1.38
11.704 22.717 20 0.3
-28.242 32.456 20 0.47
-20.492 9.2381 20 10.51
35.833 -40.464 20 0.6
-10.261 44.595 20 18.53
41.774 11.147 20 30.43
43.964 52.284 20 8.2
39.944 42.715 20 0.44
-32.823 22.433 20 0.54
27.655 18.327 20 0.2
37.264 -39.24 20 0.57
34.327 30.476 20 36.16
-16.727 -16.99 20 44.66
20.533 -8.1673 20 38.94
36.962 1.9176 20 0.13
35.578 56.35 20 13.5
-12.672 -28.396 20 0.27
47.434 11.459 20 23.64
54.777 20.963 20 22.72
56.694 11.91 20 23.33
9.9456 -29.154 20 0.35
-7.1265 -40.075 20 27.63
-26.658 31.867 20 0.45
-39.657 -6.0427 20 5.26
43.538 26.571 20 30.26
26.397 -23.833 20 0.56
1.4934 15.461 20 6.9
